,avg_price_per_room,price_id,booking_details_id
329,139.5,1110,1117
330,139.5,1110,1500
331,139.5,1110,1804
332,139.5,1110,2493
333,139.5,1110,2967
334,139.5,1110,5396
335,80.75,1111,1118
336,80.75,1111,2387
337,80.75,1111,2642
338,80.75,1111,3609
339,109.0,1112,1119
340,109.0,1112,1162
341,109.0,1112,1610
342,109.0,1112,5163
343,109.0,1112,5219
344,107.95,1113,1122
345,107.95,1113,2715
346,107.95,1113,3877
347,215.6,1114,1123
348,215.6,1114,2064
349,1.0,1115,1124
350,1.0,1115,2750
351,156.0,1116,1125
352,156.0,1116,1362
353,156.0,1116,1580
354,156.0,1116,4480
355,156.0,1116,4601
356,73.15,1117,1126
357,87.4,1118,1128
358,91.43,1119,1130
359,140.0,1120,1131
360,140.0,1120,1317
361,140.0,1120,1988
362,140.0,1120,2257
363,87.78,1121,1132
364,87.78,1121,1294
365,87.78,1121,1625
366,80.85,1122,1133
367,80.85,1122,3138
368,82.45,1123,1134
369,82.45,1123,5014
370,108.0,1124,1135
371,108.0,1124,1448
372,108.0,1124,2415
373,108.0,1124,3094
374,108.0,1124,5801
375,96.3,1125,1136
376,96.3,1125,3871
377,96.3,1125,4167
378,99.45,1126,1137
379,99.45,1126,1594
380,99.45,1126,4901
381,126.0,1127,1139
382,126.0,1127,1198
383,126.0,1127,1753
384,126.0,1127,1921
385,126.0,1127,5548
386,78.0,1128,1140
387,78.0,1128,2253
388,78.0,1128,3701
389,146.6,1129,1141
390,118.8,1130,1142
391,118.8,1130,1207
392,118.8,1130,2466
393,118.8,1130,4568
394,145.0,1131,1143
395,145.0,1131,1155
396,145.0,1131,1923
397,145.0,1131,3043
398,145.0,1131,5270
399,84.58,1132,1144
400,84.58,1132,2000
401,118.88,1133,1146
402,101.52,1134,1147
403,101.52,1134,5379
404,58.0,1135,1148
405,58.0,1135,2172
406,58.0,1135,2361
407,61.5,1136,1149
408,87.3,1137,1150
409,87.3,1137,2830
410,87.3,1137,5455
411,76.5,1138,1151
412,76.5,1138,1214
413,76.5,1138,1390
414,76.5,1138,3583
415,70.0,1139,1152
416,70.0,1139,1606
417,98.39,1140,1153
418,106.07,1141,1154
419,106.03,1142,1156
420,106.03,1142,3549
421,106.03,1142,5420
422,89.25,1143,1158
423,89.25,1143,1831
424,89.25,1143,2586
425,86.32,1144,1159
426,86.32,1144,5534
427,55.96,1145,1161
428,55.96,1145,5899
429,86.0,1146,1163
430,86.0,1146,1438
431,118.95,1147,1164
432,90.56,1148,1165
433,177.65,1149,1166
434,200.75,1150,1167
435,200.75,1150,6120
436,200.75,1150,6252
437,72.9,1151,1169
438,72.9,1151,3073
439,135.15,1152,1170
440,135.15,1152,2301
441,135.15,1152,4995
442,135.15,1152,5597
443,135.15,1152,5912
444,114.0,1153,1171
445,114.0,1153,1675
446,114.0,1153,1974
447,114.0,1153,2494
448,125.1,1154,1172
449,125.1,1154,1383
450,125.1,1154,2613
451,95.13,1155,1173
452,95.13,1155,4595
453,95.13,1155,5924
454,105.84,1156,1174
455,105.84,1156,2457
456,139.33,1157,1176
457,80.3,1158,1177
458,80.3,1158,5185
459,112.8,1159,1179
460,112.8,1159,5869
461,151.0,1160,1180
462,151.0,1160,2479
463,151.0,1160,3252
464,91.0,1161,1181
465,91.0,1161,1285
466,91.0,1161,4012
467,91.0,1161,4663
468,146.7,1162,1182
469,146.7,1162,1406
470,146.7,1162,5154
471,58.4,1163,1183
472,58.4,1163,2527
473,140.13,1164,1184
474,76.0,1165,1185
475,76.0,1165,1444
476,200.0,1166,1186
477,200.0,1166,4815
478,200.0,1166,4986
479,200.0,1166,5089
480,101.5,1167,1187
481,189.0,1168,1188
482,189.0,1168,1979
483,189.0,1168,5694
484,189.0,1168,6279
485,166.0,1169,1189
486,166.0,1169,1481
487,166.0,1169,3251
488,166.0,1169,4963
489,67.5,1170,1190
490,67.5,1170,2094
491,67.5,1170,2790
492,67.5,1170,6136
493,78.54,1171,1191
494,78.54,1171,4877
495,152.1,1172,1192
496,152.1,1172,1263
497,152.1,1172,1271
498,152.1,1172,2674
499,152.1,1172,5064
500,66.53,1173,1194
501,90.3,1174,1195
502,115.37,1175,1197
503,94.35,1176,1199
504,94.35,1176,4961
505,94.35,1176,4967
506,118.46,1177,1200
507,90.6,1178,1201
508,90.6,1178,2272
509,82.9,1179,1202
510,95.33,1180,1203
511,135.64,1181,1204
512,122.4,1182,1205
513,122.4,1182,1629
514,122.4,1182,5719
515,122.4,1182,5807
516,62.18,1183,1206
517,62.18,1183,2996
518,167.0,1184,1208
519,167.0,1184,1508
520,167.0,1184,3053
521,167.0,1184,5908
522,187.85,1185,1209
523,187.85,1185,1446
524,187.85,1185,3668
525,187.85,1185,3942
526,108.38,1186,1210
527,108.38,1186,6024
528,128.7,1187,1212
529,128.7,1187,2564
530,128.7,1187,2773
531,80.33,1188,1213
532,80.33,1188,2425
533,83.0,1189,1215
534,83.0,1189,4171
535,83.0,1189,6460
536,104.5,1190,1216
537,104.5,1190,1777
538,104.5,1190,3343
539,92.54,1191,1217
540,63.0,1192,1218
541,63.0,1192,5607
542,109.8,1193,1219
543,109.8,1193,2557
544,109.8,1193,2786
545,109.8,1193,5168
546,117.0,1194,1221
547,117.0,1194,1345
548,117.0,1194,4374
549,60.5,1195,1222
550,112.2,1196,1223
551,112.2,1196,2206
552,112.2,1196,4472
553,135.9,1197,1224
554,135.9,1197,4840
555,135.9,1197,4855
556,135.9,1197,5986
557,239.0,1198,1225
558,239.0,1198,4362
559,59.09,1199,1226
560,103.09,1200,1227
561,87.0,1201,1228
562,87.0,1201,1636
563,137.0,1202,1229
564,137.0,1202,1286
565,137.0,1202,4888
566,137.0,1202,5893
567,132.9,1203,1230
568,132.9,1203,3206
569,76.67,1204,1232
570,76.67,1204,1515
571,140.7,1205,1233
572,140.7,1205,2126
573,103.7,1206,1234
574,103.7,1206,1236
575,137.7,1207,1237
576,137.7,1207,3362
577,137.7,1207,4001
578,137.7,1207,4347
579,137.7,1207,5427
580,97.0,1208,1238
581,97.0,1208,1828
582,97.0,1208,2321
583,97.0,1208,4191
584,150.3,1209,1239
585,150.3,1209,2580
586,134.85,1210,1241
587,168.25,1211,1242
588,63.5,1212,1243
589,63.5,1212,3886
590,98.4,1213,1244
591,81.9,1214,1245
592,81.9,1214,3451
593,81.9,1214,5058
594,78.85,1215,1246
595,141.3,1216,1247
596,141.3,1216,1785
597,170.1,1217,1248
598,170.1,1217,1353
599,170.1,1217,5520
600,199.0,1218,1249
601,199.0,1218,3990
602,192.86,1219,1250
603,185.0,1220,1251
604,185.0,1220,2395
605,185.0,1220,2926
606,185.0,1220,5407
607,68.07,1221,1252
608,68.07,1221,3392
609,68.07,1221,6162
610,104.4,1222,1253
611,104.4,1222,2737
612,104.4,1222,3760
613,71.1,1223,1254
614,71.1,1223,1327
615,116.62,1224,1255
616,147.9,1225,1256
617,147.9,1225,4686
618,147.9,1225,4911
619,147.9,1225,6052
620,123.7,1226,1257
621,186.0,1227,1258
622,186.0,1227,5019
623,186.0,1227,5539
624,115.6,1228,1259
625,115.6,1228,2082
626,115.6,1228,4785
627,221.0,1229,1260
628,221.0,1229,2433
629,221.0,1229,5493
630,73.83,1230,1262
631,79.0,1231,1264
632,79.0,1231,1449
633,102.85,1232,1265
634,62.37,1233,1266
635,62.37,1233,5854
636,98.0,1234,1267
637,98.0,1234,1791
638,98.0,1234,4784
639,117.67,1235,1268
640,117.67,1235,1538
641,141.0,1236,1269
642,141.0,1236,1696
643,141.0,1236,4914
644,156.61,1237,1270
645,156.61,1237,4846
646,156.61,1237,6537
647,119.85,1238,1272
648,119.85,1238,2593
649,119.85,1238,4058
650,97.2,1239,1273
651,97.2,1239,1939
652,150.45,1240,1275
653,150.45,1240,3944
654,150.45,1240,4635
655,71.0,1241,1276
656,71.0,1241,1989
657,71.0,1241,2713
658,75.9,1242,1278
659,104.55,1243,1279
660,104.55,1243,2196
661,187.0,1244,1280
662,187.0,1244,2831
663,187.0,1244,5387
664,187.0,1244,5703
665,187.0,1244,6070
666,84.43,1245,1281
667,84.43,1245,4062
668,208.0,1246,1282
669,208.0,1246,5709
670,208.0,1246,6263
671,97.18,1247,1283
672,79.11,1248,1284
673,67.32,1249,1287
674,67.32,1249,4649
675,81.62,1250,1288
676,81.62,1250,4201
677,123.66,1251,1289
678,88.01,1252,1290
679,88.01,1252,1687
680,83.5,1253,1291
681,83.5,1253,3733
682,83.5,1253,3811
683,126.75,1254,1292
684,106.43,1255,1293
685,100.12,1256,1295
686,156.25,1257,1296
687,101.0,1258,1297
688,101.0,1258,2050
689,101.0,1258,4920
690,161.1,1259,1298
691,161.1,1259,2160
692,161.1,1259,3011
693,161.1,1259,3377
694,161.1,1259,4194
695,83.8,1260,1299
696,168.0,1261,1300
697,168.0,1261,2735
698,168.0,1261,3440
699,112.59,1262,1301
700,112.59,1262,3853
701,187.04,1263,1302
702,169.0,1264,1303
703,169.0,1264,1488
704,169.0,1264,1564
705,169.0,1264,2485
706,169.0,1264,3998
707,46.63,1265,1304
708,46.63,1265,4246
709,143.22,1266,1305
710,6.5,1267,1306
711,83.03,1268,1307
712,109.81,1269,1308
713,70.88,1270,1309
714,83.6,1271,1310
715,62.0,1272,1311
716,62.0,1272,1414
717,142.2,1273,1312
718,142.2,1273,1365
719,142.2,1273,3359
720,95.4,1274,1313
721,95.4,1274,2565
722,160.0,1275,1314
723,160.0,1275,3308
724,160.0,1275,3548
725,160.0,1275,5151
726,104.1,1276,1315
727,104.1,1276,6322
728,93.78,1277,1316
729,85.85,1278,1318
730,85.85,1278,1792
731,120.28,1279,1319
732,77.77,1280,1320
733,77.77,1280,5718
734,152.67,1281,1321
735,66.31,1282,1322
736,122.0,1283,1323
737,122.0,1283,2197
738,122.0,1283,2451
739,122.0,1283,2490
740,122.0,1283,3253
741,89.89,1284,1324
742,89.89,1284,2885
743,172.8,1285,1325
744,98.56,1286,1326
745,98.56,1286,4625
746,128.06,1287,1328
747,130.61,1288,1330
748,105.74,1289,1331
749,54.0,1290,1333
750,54.0,1290,6006
751,186.22,1291,1334
752,130.05,1292,1335
753,130.05,1292,4338
754,100.3,1293,1336
755,100.3,1293,4667
756,66.0,1294,1337
757,66.0,1294,1460
758,106.88,1295,1338
759,106.88,1295,5067
760,109.35,1296,1339
761,109.35,1296,4918
762,109.35,1296,5504
763,117.55,1297,1341
764,129.88,1298,1342
765,79.53,1299,1344
766,29.0,1300,1346
767,192.03,1301,1347
768,168.3,1302,1348
769,168.3,1302,1400
770,168.3,1302,1852
771,168.3,1302,3847
772,168.3,1302,5629
773,72.76,1303,1349
774,72.76,1303,2159
775,68.0,1304,1350
776,68.0,1304,1416
777,68.0,1304,6101
778,124.46,1305,1351
779,70.33,1306,1352
780,125.25,1307,1354
781,55.9,1308,1355
782,168.73,1309,1356
783,100.38,1310,1357
784,98.8,1311,1359
785,98.8,1311,3777
786,100.5,1312,1360
787,89.75,1313,1361
788,89.75,1313,5669
789,87.54,1314,1363
790,108.9,1315,1364
791,108.9,1315,1588
792,108.9,1315,3828
793,131.4,1316,1366
794,131.4,1316,1417
795,131.4,1316,2918
796,131.4,1316,2939
797,131.4,1316,5309
798,130.95,1317,1367
799,55.72,1318,1369
800,158.4,1319,1370
801,158.4,1319,1573
802,158.4,1319,2328
803,158.4,1319,6144
804,69.0,1320,1371
805,69.0,1320,2699
806,219.6,1321,1372
807,219.6,1321,1916
808,219.6,1321,2073
809,44.8,1322,1373
810,115.68,1323,1374
811,115.68,1323,2018
812,115.68,1323,4876
813,134.1,1324,1375
814,134.1,1324,1720
815,134.1,1324,3985
816,124.1,1325,1376
817,124.1,1325,1668
818,124.1,1325,3652
819,214.75,1326,1377
820,139.0,1327,1378
821,139.0,1327,1862
822,139.0,1327,2619
823,139.0,1327,2772
824,115.5,1328,1379
825,115.5,1328,1967
826,115.5,1328,3404
827,115.5,1328,4505
828,195.5,1329,1380
829,84.0,1330,1381
830,84.0,1330,1624
831,107.8,1331,1382
832,96.17,1332,1384
833,96.17,1332,6131
834,69.74,1333,1385
835,172.55,1334,1386
836,166.35,1335,1387
837,203.73,1336,1388
838,78.69,1337,1389
839,88.4,1338,1391
840,88.4,1338,2205
841,88.4,1338,2469
842,88.4,1338,4713
843,78.3,1339,1392
844,78.3,1339,4539
845,51.19,1340,1393
846,127.8,1341,1394
847,127.8,1341,3764
848,127.8,1341,4066
849,127.8,1341,5615
850,130.9,1342,1395
851,130.9,1342,2634
852,130.9,1342,4373
853,71.69,1343,1396
854,98.5,1344,1397
855,98.5,1344,5655
856,98.5,1344,6048
857,72.75,1345,1398
858,72.75,1345,3052
859,93.0,1346,1399
860,93.0,1346,1505
861,93.0,1346,2280
862,93.0,1346,3835
863,78.5,1347,1401
864,78.5,1347,6509
865,119.7,1348,1402
866,119.7,1348,2811
867,119.7,1348,6195
868,197.0,1349,1403
869,197.0,1349,1723
870,197.0,1349,4049
871,197.0,1349,4511
872,116.0,1350,1405
873,116.0,1350,3561
874,116.0,1350,4325
875,86.8,1351,1407
876,86.8,1351,6103
877,158.95,1352,1408
878,158.95,1352,3273
879,158.95,1352,5929
880,158.95,1352,5943
881,119.52,1353,1409
882,140.67,1354,1410
883,94.95,1355,1411
884,67.22,1356,1413
885,67.22,1356,2019
886,122.65,1357,1415
887,127.67,1358,1418
888,127.67,1358,1712
889,181.8,1359,1420
890,181.8,1359,1918
891,75.65,1360,1421
892,75.65,1360,6312
893,77.23,1361,1422
894,77.23,1361,5998
895,127.48,1362,1423
896,87.2,1363,1424
897,87.2,1363,6298
898,91.38,1364,1425
899,91.38,1364,3532
900,91.38,1364,5871
901,119.71,1365,1426
902,119.71,1365,6522
903,119.0,1366,1427
904,119.0,1366,1772
905,119.0,1366,1836
906,119.0,1366,2584
907,92.65,1367,1428
908,92.65,1367,3240
909,92.65,1367,4010
910,62.8,1368,1429
911,62.8,1368,2136
912,62.8,1368,2297
913,81.26,1369,1430
914,114.75,1370,1431
915,114.75,1370,1767
916,114.75,1370,2236
917,114.75,1370,5874
918,102.6,1371,1432
919,102.6,1371,1981
920,102.6,1371,4387
921,105.4,1372,1434
922,105.4,1372,1566
923,105.4,1372,2657
924,101.87,1373,1435
925,69.3,1374,1436
926,69.3,1374,2920
927,90.25,1375,1437
928,132.6,1376,1439
929,132.6,1376,2448
930,132.6,1376,6345
931,75.33,1377,1440
932,113.85,1378,1441
933,113.85,1378,5451
934,79.5,1379,1442
935,79.5,1379,4104
936,40.0,1380,1443
937,40.0,1380,2248
938,103.5,1381,1445
939,103.5,1381,1493
940,103.5,1381,4976
941,134.46,1382,1447
942,134.46,1382,6287
943,102.25,1383,1450
944,102.37,1384,1451
945,92.4,1385,1452
946,92.4,1385,3476
947,92.4,1385,5247
948,92.4,1385,6115
949,82.1,1386,1453
950,94.0,1387,1455
951,94.0,1387,2039
952,94.0,1387,2058
953,94.0,1387,4614
954,93.8,1388,1457
955,93.8,1388,4400
956,64.64,1389,1458
957,59.5,1390,1459
958,59.5,1390,1775
959,88.33,1391,1461
960,88.33,1391,4276
961,143.1,1392,1462
962,143.1,1392,1611
963,143.1,1392,2232
964,143.1,1392,5375
965,143.1,1392,5540
966,143.1,1392,5918
967,75.6,1393,1463
968,75.6,1393,1795
969,75.6,1393,5110
970,115.2,1394,1464
971,115.2,1394,1758
972,115.2,1394,3117
973,115.2,1394,3135
974,69.84,1395,1465
975,69.84,1395,5029
976,55.59,1396,1467
977,101.83,1397,1468
978,113.34,1398,1469
979,112.25,1399,1470
980,146.0,1400,1471
981,146.0,1400,3210
982,146.0,1400,3425
983,146.0,1400,4102
984,146.0,1400,6451
985,168.5,1401,1472
986,168.5,1401,4331
987,159.0,1402,1473
988,159.0,1402,1587
989,159.0,1402,1948
990,159.0,1402,2944
991,6.67,1403,1474
992,128.8,1404,1475
993,128.8,1404,6080
994,71.64,1405,1476
995,71.64,1405,2736
996,74.15,1406,1477
997,124.0,1407,1478
998,124.0,1407,1605
999,124.0,1407,2426
1000,124.0,1407,3973
1001,80.1,1408,1479
1002,80.1,1408,3324
1003,80.1,1408,4402
1004,81.5,1409,1480
1005,81.5,1409,2117
1006,143.3,1410,1482
1007,228.6,1411,1483
1008,228.6,1411,5877
1009,91.51,1412,1484
1010,114.9,1413,1485
1011,114.9,1413,6485
1012,131.0,1414,1486
1013,131.0,1414,1998
1014,131.0,1414,3808
1015,131.0,1414,4631
1016,69.9,1415,1487
1017,114.5,1416,1489
1018,141.53,1417,1490
1019,88.7,1418,1491
1020,144.5,1419,1492
1021,144.5,1419,1978
1022,144.5,1419,3948
1023,102.15,1420,1494
1024,102.15,1420,3051
1025,86.4,1421,1495
1026,86.4,1421,1920
1027,79.54,1422,1496
1028,118.15,1423,1497
1029,118.15,1423,1932
1030,118.15,1423,6277
1031,121.0,1424,1498
1032,121.0,1424,2892
1033,121.0,1424,3905
1034,99.33,1425,1499
1035,99.33,1425,5616
1036,150.33,1426,1501
1037,81.82,1427,1502
1038,81.82,1427,3751
1039,123.8,1428,1504
1040,215.0,1429,1506
1041,215.0,1429,2102
1042,215.0,1429,2683
1043,215.0,1429,4548
1044,215.0,1429,6035
1045,114.66,1430,1507
1046,105.9,1431,1509
1047,105.9,1431,4630
1048,105.9,1431,4703
1049,90.1,1432,1510
1050,90.1,1432,5696
1051,116.27,1433,1511
1052,116.27,1433,4397
1053,106.25,1434,1512
1054,106.25,1434,1908
1055,106.25,1434,2167
1056,106.25,1434,2952
1057,106.25,1434,4607
1058,149.0,1435,1513
1059,149.0,1435,1628
1060,149.0,1435,2023
1061,149.0,1435,2767
1062,149.0,1435,4351
1063,106.8,1436,1514
1064,106.8,1436,6604
1065,90.9,1437,1516
1066,90.9,1437,1787
1067,118.5,1438,1518
1068,118.5,1438,3542
1069,98.21,1439,1519
1070,98.21,1439,5902
1071,89.1,1440,1520
1072,89.1,1440,3060
1073,77.53,1441,1521
1074,134.0,1442,1522
1075,134.0,1442,3143
1076,134.0,1442,5873
1077,134.0,1442,6178
1078,111.6,1443,1523
1079,111.6,1443,2277
1080,111.6,1443,2329
1081,111.6,1443,3790
1082,180.5,1444,1524
1083,49.74,1445,1525
1084,49.74,1445,6142
1085,110.15,1446,1526
1086,122.33,1447,1527
1087,95.79,1448,1528
1088,95.79,1448,4763
1089,104.72,1449,1529
1090,104.72,1449,4847
1091,88.83,1450,1531
1092,88.83,1450,2810
1093,143.33,1451,1533
1094,143.33,1451,4391
1095,72.5,1452,1534
1096,72.5,1452,2482
1097,88.8,1453,1535
1098,88.8,1453,2957
1099,88.8,1453,5578
1100,113.6,1454,1536
1101,113.6,1454,3293
1102,113.6,1454,3819
1103,95.24,1455,1537
1104,90.34,1456,1539
1105,101.88,1457,1540
1106,75.95,1458,1541
1107,67.66,1459,1542
1108,115.03,1460,1543
1109,206.0,1461,1544
1110,206.0,1461,3341
1111,206.0,1461,3696
1112,206.0,1461,3775
1113,95.67,1462,1545
1114,95.67,1462,5002
1115,105.64,1463,1546
1116,75.3,1464,1547
1117,121.33,1465,1548
1118,121.33,1465,2852
1119,115.67,1466,1550
1120,115.67,1466,6569
1121,133.0,1467,1551
1122,133.0,1467,2071
1123,133.0,1467,2242
1124,133.0,1467,5990
1125,133.0,1467,6396
1126,183.5,1468,1552
1127,183.5,1468,5167
1128,183.5,1468,5433
1129,120.06,1469,1553
1130,120.06,1469,5183
1131,67.6,1470,1554
1132,93.45,1471,1555
1133,159.38,1472,1556
1134,127.22,1473,1557
1135,240.0,1474,1558
1136,240.0,1474,2558
1137,143.2,1475,1559
1138,143.2,1475,2268
1139,68.85,1476,1560
1140,68.85,1476,3475
1141,123.0,1477,1561
1142,123.0,1477,3148
1143,123.0,1477,5208
1144,122.91,1478,1562
1145,75.99,1479,1565
1146,99.0,1480,1567
1147,99.0,1480,1822
1148,90.45,1481,1569
1149,90.45,1481,4636
